mean_acc_x,mean_acc_y,mean_acc_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,std_acc_x,std_acc_y,std_acc_z,std_gyro_x,Activity
-0.011022,0.011061,9.818343,0.005204,-0.005031,-0.005868,0.026155,0.005834,0.079547,0.004208,SITTING
0.022383,0.022767,9.758731,0.007982,0.007447,0.001511,0.017745,0.025476,0.044896,0.004148,SITTING
0.037403,-0.016951,9.840797,0.003673,0.009117,0.000855,0.027619,0.018637,0.048150,0.002737,SITTING
0.046287,0.022609,9.816655,0.009517,0.012109,0.007481,0.023819,0.025663,0.042358,0.004512,SITTING
0.020469,0.048025,9.819564,0.003552,0.005274,0.001486,0.028406,0.025005,0.067124,0.006160,SITTING
0.000291,0.019475,9.877789,0.001474,0.014357,-0.007441,0.029224,0.025586,0.055137,0.002812,SITTING
0.064706,0.051203,9.760547,-0.002405,0.010486,0.007717,0.024805,0.028448,0.048176,0.008340,SITTING
0.042056,0.008766,9.668517,0.005430,0.006148,0.000781,0.036906,0.009856,0.009649,0.006469,SITTING
0.038091,-0.073375,9.798534,0.000859,0.004009,-0.004046,0.031589,0.017538,0.020230,0.003167,SITTING
0.066626,0.008801,9.715261,-0.002164,0.009281,-0.000342,0.012837,0.021333,0.055822,0.001168,SITTING
-0.003958,-0.000105,9.791595,0.000291,0.007201,0.001713,0.020989,0.015730,0.014493,0.006916,SITTING
-0.028825,0.029668,9.846194,0.003046,-0.002286,0.007764,0.030336,0.017705,0.025518,0.005343,SITTING
0.033646,0.013462,9.817017,0.001377,0.007899,-0.003649,0.018709,0.030068,0.047913,0.004613,SITTING
0.031682,-0.009654,9.806229,-0.003793,0.001989,0.006267,0.021577,0.029316,0.057175,0.002918,SITTING
0.029739,0.003102,9.830294,-0.000283,-0.000935,-0.006965,0.036833,0.008141,0.065995,0.004920,SITTING
0.045816,0.007853,9.713249,0.009937,0.007240,-0.000024,0.015137,0.035533,0.035157,0.007531,SITTING
-0.011809,0.005000,9.851232,0.004628,-0.003456,0.003472,0.024563,0.016617,0.091084,0.003919,SITTING
-0.017427,0.062209,9.807560,-0.003506,-0.007873,0.020014,0.020674,0.018380,0.040349,0.010323,SITTING
0.045742,0.022122,9.726315,-0.001805,-0.000510,-0.002848,0.027505,-0.002931,0.063101,0.012439,SITTING
0.011027,0.027988,9.800360,0.002718,0.007393,0.002321,0.025159,0.037239,0.039320,0.003216,SITTING
0.016067,0.034174,9.825787,0.011031,0.006103,0.000618,0.040287,0.031434,0.025594,0.003135,SITTING
-0.010881,0.023552,9.902452,0.002452,0.010368,0.006519,0.020591,0.010314,0.011383,0.006147,SITTING
0.033892,0.013170,9.921978,-0.000539,0.007499,0.002711,0.008330,0.011437,0.056209,0.006923,SITTING
0.043695,0.035137,9.770460,-0.003804,0.005949,-0.006570,0.010684,0.027150,0.040305,0.004611,SITTING
0.018955,-0.016897,9.771605,-0.003468,0.000259,-0.003372,0.016660,0.019066,0.043431,0.003538,SITTING
0.017148,0.023471,9.715718,-0.003461,0.003834,-0.000300,0.028963,0.024382,0.048185,0.009220,SITTING
-0.027085,0.010718,9.804490,-0.005658,0.009736,-0.002054,0.026734,0.020702,0.068401,0.007872,SITTING
0.000152,0.011849,9.744987,-0.007555,-0.005474,-0.006007,0.026363,0.015390,0.077175,0.005769,SITTING
0.026783,0.013219,9.840427,0.001879,0.004849,-0.000935,0.009730,0.021250,0.055585,0.007148,SITTING
0.003060,0.065809,9.732025,0.006646,0.002354,0.000124,-0.006979,0.014991,0.080365,0.008790,SITTING
0.014748,0.003237,9.707327,0.007186,0.005117,-0.003127,0.002073,0.019028,0.043332,0.006315,SITTING
-0.021031,-0.028645,9.799844,-0.000636,0.006976,-0.002708,0.018453,0.021230,0.043355,0.002376,SITTING
0.018161,0.008010,9.750633,-0.005726,0.001366,0.004198,0.026846,0.020518,0.044090,0.005631,SITTING
0.002597,0.003315,9.773596,-0.002483,0.001440,0.009941,0.012936,0.021080,0.067572,0.005920,SITTING
0.006926,0.015028,9.854260,-0.006498,-0.004340,0.000770,0.023316,0.025611,0.078891,0.000105,SITTING
0.045675,0.057085,9.956282,0.003304,0.012542,-0.002470,0.023928,0.013296,0.046123,0.004140,SITTING
0.010633,0.043161,9.814451,-0.001678,0.006298,-0.002563,0.024532,0.016697,0.066892,0.010493,SITTING
0.012463,0.019763,9.701189,-0.001597,0.006021,0.001769,0.018388,0.019560,0.068135,0.007874,SITTING
0.019510,-0.032995,9.843701,-0.004393,0.011400,-0.007553,0.012158,0.016173,0.037021,0.007413,SITTING
0.005757,0.023756,9.765490,-0.003808,0.008930,0.004777,0.007158,-0.002207,0.044945,0.015057,SITTING
0.018142,-0.013262,9.766684,0.004670,0.002305,-0.000019,0.022012,0.021351,0.034507,0.007897,SITTING
0.030146,0.009331,9.828246,0.007429,0.001038,0.001479,0.012049,0.016396,0.063246,0.004030,SITTING
0.005005,0.019606,9.753013,-0.004964,0.005399,-0.006691,0.028766,0.027707,0.075727,0.003402,SITTING
0.059264,0.043634,9.836010,-0.001202,0.005916,0.003481,0.023092,0.015411,0.033290,0.007516,SITTING
0.032722,0.034557,9.775948,-0.002400,0.001847,0.000927,0.025049,0.038357,0.045395,0.003279,SITTING
-0.020844,0.031817,9.842886,-0.002689,0.016030,0.008565,0.023637,0.020715,0.085156,0.006754,SITTING
0.011059,0.029835,9.858995,0.002870,0.000707,0.001324,0.020169,0.026539,0.071368,0.007349,SITTING
0.041814,0.024602,9.768181,-0.000411,0.002643,-0.001250,0.015190,0.022538,0.011012,0.005044,SITTING
0.012913,0.023525,9.802666,0.002456,0.001830,0.003773,-0.002588,0.028482,0.012650,0.006748,SITTING
0.007934,0.061535,9.750784,0.000497,0.009875,0.003717,0.037899,0.028514,0.041682,0.003532,SITTING
-0.000670,0.020210,9.714766,0.005786,-0.000366,0.010092,0.031430,0.015128,0.045654,0.006698,SITTING
-0.004310,0.051124,9.805614,-0.002874,0.010296,-0.004489,0.021792,0.022151,0.076954,0.005890,SITTING
0.037710,0.013718,9.754355,-0.004339,0.001068,0.001333,0.020694,0.023179,0.005730,0.002439,SITTING
0.039040,-0.022938,9.887868,-0.002669,0.003956,0.007508,0.010545,0.025395,0.007146,0.007868,SITTING
-0.023525,0.073093,9.758674,0.004566,-0.001060,-0.000513,0.033998,0.025640,0.053775,-0.002978,SITTING
0.023145,0.019914,9.744869,0.003236,0.015201,0.002167,0.024978,0.010252,0.037168,0.007329,SITTING
0.020331,0.036250,9.815001,-0.007519,-0.004568,0.008297,0.029935,0.045668,0.034871,0.006876,SITTING
0.000167,0.046862,9.838523,-0.002668,-0.002211,0.006210,0.023739,0.013377,0.044522,-0.002377,SITTING
0.031247,0.013912,9.711782,-0.002376,-0.001385,-0.003710,0.004477,0.030792,0.015589,0.003285,SITTING
0.003054,-0.008848,9.768456,0.004668,0.000767,-0.000158,0.007679,0.022634,0.036072,0.003515,SITTING
-0.009934,0.038282,9.743725,-0.002451,-0.006508,0.003424,0.033772,0.004061,0.062309,0.001627,SITTING
-0.001777,0.034615,9.775496,-0.006793,0.004174,0.002117,0.021081,0.018585,0.030928,0.000523,SITTING
0.007442,0.056345,9.848554,0.000574,-0.000999,-0.006052,0.013309,0.000532,0.041773,0.006988,SITTING
0.038073,0.033596,9.762813,0.006263,0.006548,0.012448,0.020941,0.013988,0.028275,0.001364,SITTING
0.013874,0.048471,9.786624,0.000132,-0.005872,-0.008097,0.034757,0.019258,0.018243,0.005485,SITTING
0.037149,0.035272,9.756813,0.005861,0.009093,-0.005682,0.017347,0.008248,0.055233,0.009172,SITTING
0.021253,0.030596,9.692150,-0.003273,0.008271,-0.008330,0.034804,0.023003,0.045799,0.006518,SITTING
-0.020403,0.039130,9.752537,-0.007797,0.005041,-0.008857,0.015429,0.016498,0.030864,0.004317,SITTING
0.018768,0.019217,9.727379,0.003940,-0.000873,0.005146,0.016521,0.017508,0.067253,0.000713,SITTING
0.015412,0.011798,9.792790,-0.000887,0.009782,0.001507,0.017961,0.012526,0.025675,-0.000404,SITTING
0.009803,0.038617,9.871664,0.005164,-0.002275,-0.007548,0.025457,0.024289,0.044757,0.000722,SITTING
0.024393,0.028150,9.804471,0.006214,0.006543,0.005311,0.012571,0.029330,0.062400,0.005257,SITTING
0.007121,0.036915,9.803815,0.003179,-0.001900,0.002994,0.016538,0.034945,0.048650,0.003766,SITTING
0.022897,0.000555,9.744707,0.002230,0.001160,-0.008766,0.030257,0.028639,0.062603,0.003316,SITTING
-0.028554,-0.015541,9.728634,-0.000826,0.001051,-0.001399,0.019795,0.027880,0.030467,0.001151,SITTING
0.001438,0.033561,9.776470,0.004711,0.001359,0.002494,0.019213,0.021297,0.056619,0.006606,SITTING
0.035676,0.021534,9.713072,0.002478,0.007207,0.005578,0.034484,0.011755,0.043609,0.007649,SITTING
0.009750,0.040798,9.749949,-0.005249,0.005960,0.002491,0.004791,0.034286,0.049905,0.006215,SITTING
0.018316,0.023865,9.808060,-0.001891,0.002624,-0.002375,0.020977,0.003198,0.025645,0.010826,SITTING
0.022840,-0.016533,9.793650,0.005433,-0.008181,0.005720,0.015690,0.019463,0.033120,0.010632,SITTING
0.004224,0.004562,9.717988,0.002853,0.005222,-0.002929,0.025719,0.029574,0.040205,0.008352,SITTING
-0.009146,0.031792,9.800679,0.001153,-0.004035,0.000649,0.023571,0.026647,0.069859,0.003400,SITTING
-0.013206,0.064392,9.924524,0.002368,0.000428,0.005884,0.016484,-0.001159,0.024691,0.002769,SITTING
-0.002512,0.013437,9.830581,0.012781,0.005344,-0.000331,0.010669,0.010419,0.040723,0.007713,SITTING
0.007567,0.006203,9.821117,-0.000091,-0.000465,0.005869,0.024554,0.021375,0.077631,0.003987,SITTING
0.028193,0.027356,9.832678,0.009936,0.007746,0.004947,0.011604,0.014336,0.031645,0.005281,SITTING
-0.002563,-0.003710,9.777992,-0.008678,0.008622,-0.010256,0.010385,0.026616,0.072030,0.001876,SITTING
-0.015509,0.040260,9.782881,0.001586,-0.001489,-0.003840,0.034278,0.009777,0.067790,0.003207,SITTING
0.054971,0.025200,9.884488,0.004780,-0.003667,0.000570,0.028136,0.017097,0.040954,0.002859,SITTING
0.007791,0.024534,9.816083,-0.004601,-0.000337,0.001112,0.007660,0.028005,0.045589,0.002617,SITTING
0.012916,0.028828,9.780746,0.009425,0.007852,-0.000651,0.003963,0.020519,0.054129,0.008091,SITTING
0.046029,-0.000757,9.904080,-0.002401,-0.002524,-0.003079,0.027149,0.010898,0.053091,0.001662,SITTING
0.013752,0.006667,9.837295,0.004329,0.004683,0.005149,0.022491,0.027105,0.043387,0.006292,SITTING
0.014547,0.008527,9.837695,-0.003656,0.007058,-0.001248,0.018296,-0.005424,0.017243,0.005093,SITTING
0.013111,0.021901,9.752239,-0.008284,0.002737,0.001373,0.007780,0.023912,0.073863,0.000876,SITTING
-0.005407,0.005376,9.783406,0.000840,0.009757,0.004094,0.026986,0.019263,0.036660,0.003691,SITTING
0.018923,0.015532,9.793599,-0.001025,-0.000424,-0.008513,0.018502,0.025925,0.029136,0.002615,SITTING
-0.019359,0.024502,9.825470,0.000902,-0.001284,-0.005735,0.014300,0.026261,0.057773,0.003645,SITTING
0.046191,-0.003256,9.850935,0.001641,-0.000347,0.001382,0.008439,0.023389,0.026864,-0.000814,SITTING
-0.008893,0.029267,9.830626,-0.000640,0.000923,0.003425,0.030623,0.020021,0.035019,0.003492,SITTING
0.030471,-0.007511,9.838574,0.002909,-0.006018,0.008359,-0.009166,0.047533,0.035313,0.004799,SITTING
0.025585,0.025175,9.893819,0.005528,-0.002784,0.004336,0.020918,0.015052,0.025814,0.004315,SITTING
0.043440,-0.015812,9.787520,-0.003953,-0.000817,0.001936,0.028949,0.003867,0.059400,0.007184,SITTING
-0.016604,0.005883,9.867730,0.000521,0.008125,-0.008573,0.022797,0.015054,0.025356,0.004202,SITTING
0.009483,0.023681,9.767912,0.003289,0.003532,-0.001805,0.018523,0.017113,0.059466,0.003167,SITTING
-0.003788,0.060792,9.810942,-0.001857,0.005728,-0.004278,0.000186,0.016815,0.046835,0.003340,SITTING
-0.006834,0.023391,9.789152,-0.000114,0.001043,-0.004121,0.005807,0.006106,0.035883,0.005994,SITTING
-0.008713,0.024217,9.813636,-0.002087,0.007139,0.004702,0.009916,0.015416,0.037991,0.006155,SITTING
-0.006771,0.020676,9.773384,-0.003126,0.003989,0.004812,0.017941,0.011936,0.028521,0.004590,SITTING
-0.007319,0.045183,9.844023,0.003032,0.003696,-0.006186,0.022695,0.021758,0.091717,0.001507,SITTING
-0.017818,0.005291,9.739812,-0.002443,0.010265,-0.001362,0.014149,0.021535,0.025121,0.009473,SITTING
0.051899,-0.003828,9.697121,0.004243,0.001796,0.007628,0.026133,0.027034,0.066877,0.001371,SITTING
0.002299,0.019686,9.787239,0.000093,0.010081,0.002948,0.001443,0.013890,0.023515,0.004007,SITTING
-0.010564,0.004030,9.732226,0.006246,0.003296,-0.005578,0.022458,0.013685,0.024377,0.008106,SITTING
-0.015895,0.000491,9.801708,-0.002832,0.001581,0.004215,0.007541,0.031406,0.043108,0.010636,SITTING
-0.014605,0.045137,9.739201,0.002431,0.000247,0.002544,0.020431,0.011430,0.046746,0.009579,SITTING
0.010800,-0.010979,9.801813,0.010788,-0.003032,-0.002499,0.011168,0.034622,0.043199,0.010560,SITTING
0.017412,-0.001598,9.758910,0.012301,-0.000066,-0.006452,0.016327,0.012018,0.032296,0.003843,SITTING
-0.000137,0.001995,9.802371,0.001980,0.003605,-0.002536,0.017221,0.014632,0.054668,0.003169,SITTING
-0.000976,0.022928,9.802661,0.000795,0.003330,0.008146,-0.006985,0.013227,0.051843,0.002021,SITTING
0.006441,0.054544,9.817413,0.011108,-0.005540,0.009249,0.006928,0.028255,0.011147,0.001170,SITTING
0.022519,0.047686,9.835320,-0.002224,0.009622,0.000263,0.017644,0.014265,0.046010,0.006171,SITTING
0.023473,-0.035597,9.807950,-0.006379,-0.000988,-0.002177,0.004073,0.026972,0.086859,0.010497,SITTING
0.017599,0.060302,9.770579,0.010619,-0.001328,-0.009992,0.032174,0.032836,0.048901,0.004024,SITTING
0.007260,0.046118,9.809608,-0.005531,0.002600,0.008007,0.022255,0.023629,0.094110,0.001668,SITTING
0.022458,0.045288,9.914977,0.000394,0.005370,-0.002424,0.032847,0.007475,0.051441,0.006460,SITTING
-0.000151,-0.020752,9.876871,-0.001607,-0.005819,-0.003199,0.017245,0.029822,0.074989,0.007933,SITTING
-0.015803,0.022512,9.830295,0.004676,-0.000789,-0.005838,0.003513,0.026762,0.071019,0.006957,SITTING
0.016839,0.053117,9.738675,-0.001159,0.003842,0.005713,0.022664,0.015325,0.058100,0.010776,SITTING
0.025808,0.014168,9.762245,0.010331,-0.000810,-0.000307,0.016743,0.026017,0.061884,0.004620,SITTING
-0.005442,0.003008,9.775036,0.009754,0.001760,0.003142,0.021526,0.006616,0.065130,0.006398,SITTING
0.021733,0.036201,9.744890,0.003026,-0.007577,-0.000085,0.015620,0.006793,0.022472,0.010651,SITTING
0.018955,0.032597,9.771301,-0.000906,0.008941,0.010519,0.021459,0.032213,0.080103,0.003752,SITTING
0.024910,0.040036,9.936397,0.003748,-0.001479,-0.000122,0.046646,0.014637,0.030396,0.011894,SITTING
-0.003430,0.024327,9.865239,-0.000790,-0.004154,0.000395,0.026101,0.011129,0.038687,0.010966,SITTING
0.020482,0.025271,9.808015,-0.001404,-0.000963,0.002318,0.022590,0.019646,0.038864,0.005330,SITTING
0.003421,-0.002391,9.766071,-0.006030,0.007623,0.004240,0.021789,0.007046,0.067510,0.005332,SITTING
-0.023560,0.015934,9.757463,0.001561,-0.002948,0.001717,0.015867,0.011390,0.069911,-0.002526,SITTING
0.009340,-0.007711,9.667368,0.003002,0.006038,0.008637,0.013745,0.024239,0.063498,0.003489,SITTING
-0.018282,0.038873,9.872193,0.004170,0.006315,0.006888,0.029709,-0.000192,0.052527,0.004111,SITTING
0.015309,0.022935,9.787065,-0.007874,-0.001192,-0.000834,0.015361,0.014144,0.040955,0.010344,SITTING
-0.000654,0.003094,9.796533,-0.000647,0.000478,-0.003420,0.003209,0.023806,0.090470,0.001534,SITTING
0.013943,0.002441,9.764288,0.002993,0.000725,0.001615,0.021961,0.029972,0.020887,0.005680,SITTING
0.061512,0.017221,9.895139,0.001011,0.007282,0.009613,0.033620,0.015496,0.053912,0.005444,SITTING
0.015404,0.044517,9.753751,0.002137,0.003488,0.006791,0.018323,-0.007218,0.066411,0.010974,SITTING
0.037134,0.027685,9.621636,0.007156,-0.005514,0.004167,0.021214,0.024480,0.067039,0.000710,SITTING
-0.016306,0.044222,9.925924,-0.000195,0.003945,0.005272,0.025452,0.014247,0.043841,0.005104,SITTING
0.027460,0.025632,9.781105,-0.000645,0.000067,-0.000727,0.026861,0.001410,0.079979,0.003503,SITTING
0.010416,0.004081,9.774543,-0.001165,0.000610,0.002545,0.016134,-0.003978,0.067661,-0.000789,SITTING
-0.036844,0.039899,9.815429,-0.004166,-0.008034,-0.000275,0.024264,0.031196,0.022702,0.002385,SITTING
0.020655,0.015903,9.798478,0.006435,0.004881,-0.002143,0.010382,0.031513,0.047376,0.005159,SITTING
0.009981,0.029757,9.837357,0.002792,0.003185,-0.004747,0.026160,0.004699,0.053825,0.003034,SITTING
0.004979,0.035514,9.802701,-0.006514,0.005395,-0.000936,0.021053,0.043852,0.060136,0.006436,SITTING
0.018001,0.005552,9.771249,0.001140,0.002855,0.000753,0.007956,0.018645,0.049995,0.005717,SITTING
0.007520,0.002841,9.766230,-0.000591,-0.005147,-0.007660,0.023075,0.035659,0.066240,0.010497,SITTING
0.029233,0.045029,9.823713,0.008186,0.000650,0.000911,0.029223,0.020173,0.036386,0.004429,SITTING
0.032767,0.028592,9.838011,0.001557,0.006473,0.002337,0.023223,0.012268,0.069785,0.002825,SITTING
0.007053,0.030387,9.868796,0.000750,-0.004590,-0.004000,0.016112,-0.000314,0.062335,0.006583,SITTING
-0.010516,0.039950,9.760421,0.000220,0.005558,0.000475,0.022436,0.011906,0.036797,0.005871,SITTING
-0.008281,0.016096,9.817577,-0.001020,0.000779,0.003912,0.016758,0.036991,0.065384,0.008231,SITTING
0.027605,0.019343,9.842805,0.003233,-0.008867,-0.002069,0.027733,0.014348,0.066334,0.007790,SITTING
0.009560,0.026320,9.787820,0.006469,-0.001199,-0.000272,0.026451,0.027323,0.022252,0.008165,SITTING
-0.010532,0.025933,9.802975,0.003232,0.002754,0.002738,0.028006,-0.002116,0.071976,0.002782,SITTING
0.011325,0.002661,9.797953,-0.003023,0.009995,-0.003706,-0.002570,0.029806,0.045650,0.001860,SITTING
-0.019810,0.015002,9.815906,0.000751,-0.002850,0.006891,0.035309,0.023840,0.068294,0.004018,SITTING
0.013638,0.023321,9.773329,-0.004606,0.001159,0.001353,0.022845,0.008083,0.074934,0.008715,SITTING
0.026641,0.028549,9.841413,-0.008687,-0.002967,0.005884,0.010919,0.012968,0.092183,0.001801,SITTING
0.021420,0.032925,9.857916,0.002696,0.001446,0.002501,0.033939,0.010462,0.048921,0.005752,SITTING
0.002269,0.023299,9.797130,0.008971,-0.005106,-0.008956,0.036614,0.019587,0.053565,-0.001088,SITTING
0.014585,0.016494,9.928743,-0.004610,0.009940,-0.002401,0.030990,0.024844,0.053324,0.007999,SITTING
-0.010727,0.029429,9.729420,0.003737,0.002878,0.007929,0.029592,0.024527,0.043714,0.008537,SITTING
0.011499,0.034748,9.764886,0.001658,0.001405,0.006435,0.034815,0.012068,0.077138,0.006643,SITTING
0.013506,0.019690,9.845898,0.005636,-0.002983,-0.002307,0.021208,0.001493,0.013060,0.003445,SITTING
0.028457,-0.003270,9.731598,0.012131,0.001508,0.007557,0.014778,0.021529,0.069278,0.011244,SITTING
0.031388,0.019826,9.761240,-0.000545,-0.001103,-0.002038,0.012065,0.017494,0.066888,0.007972,SITTING
0.005563,0.024271,9.830533,0.000145,0.005616,-0.005677,0.019550,0.026078,0.043208,0.002749,SITTING
0.016916,0.004436,9.824703,0.003755,0.002798,0.004861,0.011781,0.010767,0.096273,0.004092,SITTING
0.032680,0.048548,9.879945,-0.001410,-0.003588,0.001154,0.034498,0.032594,0.062421,0.002629,SITTING
-0.005244,0.034598,9.863514,0.002194,0.015972,-0.005460,0.022067,0.029063,0.108780,0.008815,SITTING
0.012516,0.034086,9.919235,0.003971,0.006286,0.005953,0.015458,0.027936,0.023767,0.003287,SITTING
0.012066,0.000676,9.777302,-0.002858,-0.006250,-0.001928,0.013630,0.018267,0.048968,0.009132,SITTING
0.014797,0.018299,9.792281,-0.008019,0.004355,0.000338,0.017345,0.004379,0.021033,0.004471,SITTING
0.006508,0.048395,9.774394,0.003571,0.009368,0.006963,0.015248,0.010548,0.115230,0.001005,SITTING
0.010715,0.000987,9.842507,0.005574,0.003429,0.003610,0.035740,0.000340,0.092868,0.007570,SITTING
-0.002122,-0.016172,9.785974,0.005770,0.018068,0.005585,0.020275,0.004256,0.049776,0.005944,SITTING
0.010272,0.000672,9.812835,0.003499,0.002130,-0.004250,0.028662,0.030845,-0.001641,0.006934,SITTING
0.016425,-0.018564,9.765858,0.003975,0.002604,0.000699,-0.008043,0.016216,0.088841,0.004698,SITTING
0.019728,0.009675,9.831298,0.002165,-0.001702,0.002223,0.014791,0.022243,0.024697,0.000013,SITTING
0.006804,0.003972,9.861151,0.005797,0.003893,0.000209,0.015283,0.013495,0.075050,0.005408,SITTING
0.006278,0.046683,9.768635,-0.003440,-0.002889,0.001344,0.011620,0.017534,0.073914,0.009390,SITTING
-0.006812,0.038279,9.888206,0.006123,0.003550,0.004054,0.013907,0.031983,0.060396,0.005749,SITTING
0.038272,0.032569,9.800681,0.003462,0.001541,0.004902,0.017127,0.020043,0.044258,0.002391,SITTING
0.028017,0.038203,9.875269,0.006726,0.007594,-0.000077,0.020970,0.030189,0.042301,0.010103,SITTING
0.026928,0.025136,9.833828,-0.005734,0.003979,0.001597,0.032778,0.001477,0.050753,-0.002667,SITTING
0.027515,0.012873,9.801953,-0.002119,-0.004165,0.016217,0.030108,0.014970,0.066207,0.004662,SITTING
0.007729,0.023112,9.759365,0.015770,0.007803,-0.001629,0.024057,0.028559,0.021618,-0.002875,SITTING
-0.000075,0.033542,9.822095,0.004692,-0.003138,0.004344,0.015078,0.043852,0.032792,0.008252,SITTING
-0.018004,0.000606,9.779905,0.002993,-0.000224,-0.004248,0.042478,0.015173,0.047311,0.005067,SITTING
-0.020469,0.032269,9.805296,0.003304,0.010354,-0.004441,0.005399,0.003186,0.045132,0.007133,SITTING
-0.009396,0.025592,9.885660,-0.001462,0.013141,-0.003816,0.009301,0.010456,0.077394,0.002772,SITTING
-0.037084,0.013629,9.807872,-0.001253,0.005534,-0.000204,0.037609,0.021059,0.102079,0.005271,SITTING
0.007365,0.003371,9.749260,0.006785,-0.000737,0.009954,0.006293,0.031004,0.042850,0.001982,SITTING
-0.001967,0.019252,9.745473,0.000873,0.003488,-0.006289,0.007928,0.010218,0.076147,0.004210,SITTING
0.034938,0.033098,9.821638,-0.011996,0.010658,-0.002957,0.029236,0.019748,0.054500,0.009514,SITTING
0.027941,0.049277,9.696324,0.010564,0.001066,-0.004668,0.012430,0.029388,0.038513,0.003530,SITTING
0.019469,0.017220,9.720357,-0.005971,0.007322,0.005790,0.015558,0.031684,0.091831,0.004067,SITTING
0.047048,0.018664,9.777614,0.001208,-0.000780,0.003355,0.007554,0.004124,0.063170,-0.001510,SITTING
-0.010809,0.012715,9.807190,-0.000595,-0.000176,-0.002053,0.016033,-0.008986,0.022189,0.000091,SITTING
0.017301,-0.005098,9.841761,0.005689,0.006151,0.000654,0.021246,0.017993,0.032320,0.004603,SITTING
0.044953,0.025794,9.789542,0.005788,0.004738,0.006342,0.015138,0.011464,0.061772,0.004525,SITTING
-0.013859,0.025964,9.770450,0.001635,-0.003866,0.009897,0.013591,0.020519,0.089226,0.001778,SITTING
0.034946,0.000264,9.825970,-0.000505,0.003463,0.008902,0.011706,0.004136,0.047205,0.005459,SITTING
-0.013890,-0.011564,9.793351,-0.000662,0.007401,0.002824,0.025885,0.017109,0.046084,0.009370,SITTING
0.016920,0.045054,9.829049,0.000516,0.004220,0.002393,0.026385,0.013500,0.080074,0.003515,SITTING
0.002529,0.012228,9.741496,0.003772,0.000768,0.009908,0.039194,0.023124,0.019678,0.003531,SITTING
0.010866,0.004506,9.813396,-0.002256,0.003992,0.001280,0.020354,0.026968,0.022364,0.009878,SITTING
0.001546,0.006857,9.887098,0.008601,0.011995,0.000620,0.021487,0.033818,0.038482,0.006599,SITTING
-0.010544,0.024228,9.874071,0.001628,0.004975,0.001270,0.023885,0.014667,0.053001,0.004546,SITTING
0.007427,0.008005,9.812841,-0.005141,0.000809,0.001681,0.025646,0.003182,0.041534,0.007326,SITTING
0.029147,0.026782,9.727505,0.002909,-0.001336,-0.001092,0.006559,0.013892,0.052312,0.000686,SITTING
0.026605,0.025886,9.875059,0.008536,-0.000924,-0.000506,0.037604,0.018219,0.008865,0.000963,SITTING
0.016032,0.009107,9.828951,0.006745,0.007964,0.004864,0.044990,0.025667,0.042807,0.005964,SITTING
0.019052,0.030458,9.776669,0.005543,0.006241,-0.007976,0.014036,0.011706,0.054155,0.003073,SITTING
-0.013114,0.004255,9.737504,0.004565,0.005887,-0.004299,0.016781,0.000909,0.036983,0.006453,SITTING
0.010763,0.045531,9.893943,0.012163,0.005510,-0.002734,0.021746,0.002687,0.045520,0.004229,SITTING
-0.002011,0.038746,9.720874,-0.013940,0.000149,-0.000795,0.016130,0.030502,0.042077,0.000909,SITTING
-0.011524,0.027227,9.776686,-0.010585,0.006137,-0.002801,0.015589,0.035825,0.024966,0.008736,SITTING
0.011810,0.088978,9.656948,-0.004132,-0.007900,0.006809,0.034503,0.027017,0.056574,0.003956,SITTING
0.022432,0.007208,9.760545,0.007194,-0.009106,0.002643,0.025509,0.030202,0.045883,0.003752,SITTING
-0.008724,0.014079,9.785100,0.000669,-0.002090,0.005544,0.020300,0.023450,0.070581,0.007696,SITTING
-0.029932,0.007570,9.770286,-0.001306,0.007457,0.002102,0.016911,0.024883,0.025650,0.000422,SITTING
-0.008406,0.047040,9.769911,0.002787,0.002172,-0.002622,0.025756,0.022608,0.079151,0.008264,SITTING
0.017986,0.019454,9.855754,0.003613,0.001012,-0.002536,0.018718,0.010969,0.024764,0.002232,SITTING
-0.009118,0.010928,9.878778,0.009011,-0.005440,-0.002959,0.044061,0.019956,0.041883,0.007211,SITTING
0.036205,0.012821,9.777152,0.009162,0.004986,-0.005766,0.004171,0.009004,0.013857,0.002172,SITTING
-0.006599,0.002227,9.874607,-0.000278,0.001832,0.006271,0.029756,0.018616,0.039015,0.005334,SITTING
0.005470,0.016149,9.824802,-0.000945,-0.000071,0.000791,0.028667,0.036484,0.037120,0.004544,SITTING
0.001972,0.036466,9.683166,-0.009385,0.012299,0.007691,0.022710,0.025436,0.093407,0.009219,SITTING
-0.002010,-0.026665,9.848153,0.003015,-0.000386,-0.000421,0.024286,0.021877,0.050705,0.005880,SITTING
0.005184,-0.014978,9.893882,0.002672,0.002474,-0.002482,0.009488,0.003754,0.072708,-0.001164,SITTING
0.030282,-0.000890,9.895180,0.004482,-0.000397,0.004193,0.020083,0.025731,0.081655,0.007099,SITTING
0.017928,0.029201,9.830233,0.002690,-0.002557,0.000759,0.012733,0.021071,0.074878,0.006267,SITTING
0.010932,0.059017,9.790374,-0.009914,-0.001100,-0.005505,0.005171,0.009342,0.053003,0.002958,SITTING
0.023241,0.011824,9.819005,-0.001378,0.004287,-0.000624,0.019456,0.028112,0.054667,0.007232,SITTING
0.045548,0.037392,9.826244,0.009653,0.006571,0.001360,0.012264,0.010114,0.033440,0.005594,SITTING
